id,Sex,Length,Diameter,Height,Weight,Age,price
24655,M,1.35,1.0625,0.3625,25.03164225,9,7.00
24656,F,1.2875,0.9625,0.3,18.86659225,10,5.00
24657,I,0.925,0.7,0.2125,6.30776375,6,9.00
24658,M,1.0625,0.8625,0.3,11.90679,8,9.00
24659,M,1.45,1.05,0.35,23.74270625,10,10.00
24660,F,1.5875,1.2125,0.3625,35.8621175,9,5.00
24661,I,0.95,0.6875,0.25,11.850091,9,6.00
24662,F,1.6125,1.225,0.4375,33.89182725,11,8.00
24663,F,1.475,1.225,0.3875,31.18445,13,10.00
24664,F,1.7125,1.3375,0.4875,48.7327905,11,7.00
24665,M,1.5625,1.225,0.4375,33.46658475,13,5.00
24666,F,1.5125,1.2125,0.425,34.23202125,9,8.00
24667,F,1.25,0.95,0.35,13.19669225,11,8.00
24668,F,1.5375,1.1875,0.3875,31.90736225,10,10.00
24669,M,1.7375,1.375,0.5,49.59745025,12,5.00
24670,F,1.5,1.3,0.475,38.11590275,23,9.00
24671,M,1.7,1.375,0.5,52.34735175,10,6.00
24672,F,1.1875,0.9,0.2875,14.571643,13,5.00
24673,I,1.3625,0.9875,0.3125,15.2236815,7,8.00
24674,I,1.2875,0.975,0.3125,17.05222425,17,5.00
24675,M,1.7,1.375,0.475,42.070658,15,10.00
24676,I,1.1,0.875,0.2625,12.7856245,8,8.00
24677,M,1.675,1.3375,0.475,44.69298675,10,6.00
24678,I,0.825,0.6125,0.2125,4.989512,6,10.00
24679,M,1.65,1.25,0.4375,36.38658325,12,7.00
24680,M,1.5625,1.225,0.4375,29.97959625,13,8.00
24681,I,1.0875,0.8125,0.275,9.8939755,8,7.00
24682,I,1.4,1.1,0.3,24.42309425,9,5.00
24683,I,1.2875,0.9875,0.3375,16.68368075,8,8.00
24684,I,1.3125,1.025,0.3125,18.27125275,8,8.00
24685,M,1.1625,0.9,0.2625,13.48018725,7,5.00
24686,M,0.975,0.7625,0.25,7.55514175,9,7.00
24687,I,1.4125,1.0875,0.375,24.7491135,8,8.00
24688,F,1.1125,0.825,0.2625,9.90815025,10,7.00
24689,M,1.3125,1.025,0.375,24.8058125,8,9.00
24690,F,1.5875,1.3125,0.4875,41.8281175,11,8.00
24691,F,1.0875,0.825,0.275,11.5382465,7,8.00
24692,M,1.675,1.2875,0.4,35.833768,13,5.00
24693,M,1.525,1.1875,0.4,35.9755155,11,5.00
24694,M,1.425,1.125,0.4,24.13959925,13,5.00
24695,M,1.375,1.075,0.425,22.77882325,11,6.00
24696,F,1.5,1.175,0.35,25.51455,8,5.00
24697,F,1.5125,1.1875,0.4125,31.808139,17,5.00
24698,F,1.7,1.2875,0.5125,48.00987825,13,6.00
24699,F,1.325,1.05,0.425,23.11901725,16,6.00
24700,I,1.075,0.85,0.2875,10.75863525,7,9.00
24701,M,1.575,1.2625,0.4375,38.9805625,10,8.00
24702,M,1.6875,1.35,0.4875,45.91201525,13,8.00
24703,I,0.8375,0.6125,0.1875,6.30776375,6,5.00
24704,F,1.425,1.1125,0.3625,24.76328825,8,5.00
24705,F,1.4225,1.1375,0.35,28.236102,13,9.00
24706,F,1.475,1.1875,0.4,27.14464625,9,9.00
24707,I,0.8375,0.6375,0.2375,5.443104,6,8.00
24708,M,1.225,0.9625,0.3125,16.68368075,10,7.00
24709,I,1.1375,0.8625,0.3,12.7856245,15,6.00
24710,I,1.3125,0.95,0.275,14.8834875,12,7.00
24711,F,1.1,0.8625,0.2625,11.92096475,6,10.00
24712,I,1.1875,0.9,0.3125,13.53688625,7,6.00
24713,F,1.3625,1.0125,0.4,29.48348,10,9.00
24714,M,1.7875,1.375,0.45,47.740558,11,5.00
24715,F,1.2625,0.9625,0.3625,18.24290325,11,10.00
24716,I,1.125,0.85,0.2625,13.60776,9,6.00
24717,M,1.525,1.2,0.35,30.107169,9,9.00
24718,M,1.175,0.9375,0.3625,14.67086625,10,9.00
24719,M,0.875,0.65,0.225,6.16601625,7,7.00
24720,I,0.825,0.575,0.1875,4.09650275,7,9.00
24721,F,1.3875,1.1,0.375,22.29688175,12,6.00
24722,I,1.3125,1,0.3125,18.12950525,12,10.00
24723,M,1.525,1.2125,0.425,31.70891575,12,6.00
24724,F,1.6125,1.275,0.4,41.23434775,11,7.00
24725,F,1.5,1.175,0.3625,31.75144,9,7.00
24726,I,0.8125,0.6,0.1875,4.12485225,6,9.00
24727,I,0.825,0.625,0.2,5.556502,6,10.00
24728,F,1.4125,1.0375,0.375,24.59319125,8,9.00
24729,F,1.6375,1.275,0.375,45.91201525,13,9.00
24730,F,1.6125,1.25,0.4,32.375129,9,8.00
24731,F,1.3625,1.0625,0.4125,25.2027055,14,9.00
24732,I,0.6375,0.4875,0.2125,2.608154,4,6.00
24733,F,1.275,1,0.35,19.8163005,11,10.00
24734,I,0.6375,0.4875,0.1875,2.608154,9,7.00
24735,F,1.425,1.1,0.4125,30.43318825,11,6.00
24736,M,1.75,1.425,0.4625,44.55123925,20,9.00
24737,I,1.1875,0.9,0.3,13.8062065,9,7.00
24738,I,0.9625,0.725,0.2125,6.23689,7,10.00
24739,M,0.7875,0.5875,0.1875,3.515338,9,9.00
24740,I,0.6375,0.45,0.1625,2.42388225,5,9.00
24741,I,1.05,0.8375,0.275,10.50348975,8,7.00
24742,I,0.75,0.55,0.15,3.38776525,4,6.00
24743,M,1.7125,1.375,0.475,45.7277435,13,9.00
24744,F,1.575,1.25,0.4,36.61337925,12,7.00
24745,F,1.325,1.05,0.4125,21.27629975,18,10.00
24746,I,1.3125,1.05,0.3,17.690088,10,8.00
24747,M,1.5125,1.1375,0.4,29.69610125,10,10.00
24748,F,1.175,0.9375,0.325,13.60776,8,7.00
24749,M,1.325,1.05,0.3875,20.96445525,13,7.00
24750,M,1.425,1.15,0.4,24.5790165,9,5.00
24751,M,1.6375,1.2625,0.4375,36.18813675,13,5.00
24752,I,1.4125,1.1,0.3875,26.80445225,13,8.00
24753,F,1.275,1.0125,0.3125,14.81261375,8,10.00
24754,M,1.275,0.9625,0.35,16.40018575,8,9.00
24755,F,1.775,1.4125,0.5375,62.3972495,16,7.00
24756,M,0.9625,0.7,0.2625,9.4970825,7,7.00
24757,M,1.4375,1.125,0.3875,24.9192105,9,8.00
24758,I,1.0125,0.75,0.2375,7.78193775,8,10.00
24759,I,0.475,0.3625,0.1,1.28990225,5,8.00
24760,M,1.5,1.2,0.3875,29.426781,14,6.00
24761,M,1.4125,1.1375,0.375,24.720764,9,7.00
24762,I,1.0875,0.875,0.275,12.6722265,6,8.00
24763,I,1.1875,0.95,0.325,18.10115575,13,9.00
24764,I,1.375,1.0625,0.425,27.78251,14,6.00
24765,M,1.4625,1.15,0.4,31.638042,9,6.00
24766,I,0.95,0.675,0.2125,5.96756975,6,9.00
24767,I,1.1125,0.8375,0.275,9.25611175,8,9.00
24768,F,1.5625,1.225,0.3875,33.43823525,10,8.00
24769,F,0.9125,0.6875,0.2375,5.2446575,7,8.00
24770,M,0.825,0.6625,0.225,5.1879585,7,6.00
24771,I,1.225,0.9625,0.3,16.9813505,9,6.00
24772,I,0.925,0.6875,0.2125,7.38504475,8,10.00
24773,M,1.25,0.9625,0.375,21.72989175,12,10.00
24774,I,0.625,0.4625,0.15,2.08368825,4,5.00
24775,M,1.575,1.2375,0.4375,36.3157095,17,8.00
24776,M,0.6875,0.4875,0.15,2.6932025,6,10.00
24777,M,1.5625,1.25,0.4125,29.95124675,10,10.00
24778,F,1.3125,1.0125,0.3625,19.43358225,10,9.00
24779,F,1.2625,1.025,0.35,20.25571775,18,8.00
24780,M,1.0875,0.825,0.3,11.8217415,10,10.00
24781,M,1.4,1.1,0.3375,24.097075,9,5.00
24782,M,1.2,0.925,0.3125,13.2959155,9,8.00
24783,M,1.675,1.3125,0.4875,44.94813225,12,6.00
24784,F,1.2625,1,0.35,21.092028,10,8.00
24785,I,1,0.775,0.2375,9.68135425,7,6.00
24786,I,1.45,1.0875,0.3375,24.9192105,10,6.00
24787,F,1.65,1.25,0.4125,37.1094955,19,6.00
24788,M,1.325,1.1,0.35,25.741346,9,7.00
24789,M,1.575,1.2125,0.3875,30.0221205,13,10.00
24790,F,1.7625,1.3375,0.475,37.57726225,11,6.00
24791,F,1.3625,1.075,0.325,19.8163005,9,8.00
24792,F,1.6,1.2375,0.475,32.89959475,9,7.00
24793,F,1.6875,1.3625,0.3875,43.47395825,11,7.00
24794,I,1.0375,0.775,0.2875,8.63242275,9,7.00
24795,M,1.575,1.225,0.425,32.10580875,9,7.00
24796,M,1.5,1.2375,0.425,35.2384285,11,9.00
24797,I,1.4125,1.1125,0.3375,23.51591025,12,6.00
24798,M,1.45,1.1625,0.375,24.08290025,13,5.00
24799,M,1.5,1.2375,0.35,32.1199835,11,10.00
24800,M,1.5,1.2375,0.45,32.6869735,9,5.00
24801,M,1.35,1.025,0.3375,21.885814,7,10.00
24802,M,1.475,1.1625,0.3875,33.8776525,19,6.00
24803,I,1.175,0.875,0.3375,15.49300175,8,5.00
24804,I,1.2625,0.975,0.3125,16.42853525,6,6.00
24805,M,1.1875,0.9375,0.3,16.76872925,9,10.00
24806,M,1.4625,1.1375,0.4125,26.32251075,10,6.00
24807,F,1.05,0.8625,0.2875,12.34620725,8,6.00
24808,M,1.5375,1.2125,0.425,32.2333815,10,9.00
24809,M,1.5875,1.25,0.375,32.772022,10,7.00
24810,M,1.6875,1.3125,0.45,44.9906565,11,7.00
24811,I,1.325,1.025,0.2875,18.71067,9,9.00
24812,F,1.5625,1.2375,0.425,34.77066175,11,10.00
24813,I,0.9375,0.7875,0.3,10.886208,9,6.00
24814,I,0.875,0.6625,0.2,5.6699,7,8.00
24815,I,0.6875,0.5125,0.175,2.664853,5,8.00
24816,F,1.375,1.125,0.3375,23.43086175,8,6.00
24817,I,1.1625,0.925,0.2625,11.43902325,7,5.00
24818,I,1.2625,0.975,0.3,17.05222425,9,9.00
24819,I,0.9625,0.725,0.2,7.3425205,8,5.00
24820,F,1.2875,1,0.3375,21.6873675,14,6.00
24821,F,1.65,1.35,0.3625,42.14153175,13,10.00
24822,M,1.4,1.0875,0.45,27.756487,10,5.00
24823,I,1.3125,0.9875,0.3375,18.313777,9,5.00
24824,M,1.475,1.1625,0.4,31.524644,7,9.00
24825,M,1.25,0.9625,0.3,14.118051,9,8.00
24826,M,1.8,1.375,0.4875,54.7995835,18,6.00
24827,M,1.5,1.2,0.425,32.89959475,9,5.00
24828,I,0.4875,0.3375,0.075,1.09145575,5,6.00
24829,I,1.4125,1.0625,0.4,23.94115275,7,5.00
24830,F,1.325,1.075,0.3625,21.6873675,12,8.00
24831,F,1.5625,1.175,0.4375,31.70891575,9,6.00
24832,F,1.5375,1.1875,0.4625,38.96638775,11,7.00
24833,I,0.825,0.6125,0.1875,4.6209685,6,9.00
24834,M,1.45,1.15,0.45,27.08794725,8,7.00
24835,F,1.8,1.4625,0.5125,50.49532825,25,7.00
24836,M,0.9375,0.7,0.2125,7.540967,11,5.00
24837,F,1.6375,1.2625,0.4125,36.967748,9,10.00
24838,I,0.5,0.375,0.125,1.09145575,4,10.00
24839,I,1.2375,0.9375,0.2625,16.1308655,7,6.00
24840,F,1.1375,0.9375,0.3125,16.51358375,10,6.00
24841,M,1.15,0.9375,0.275,13.04077,10,8.00
24842,I,0.7,0.525,0.15,2.62232875,7,5.00
24843,F,1.675,1.325,0.425,43.87085125,11,10.00
24844,I,1.25,0.95,0.3125,18.83824275,10,10.00
24845,M,1.7875,1.4875,0.5625,62.652395,11,6.00
24846,I,0.775,0.5875,0.175,4.2807745,7,10.00
24847,M,1.6,1.25,0.4375,31.70891575,9,5.00
24848,F,1.4375,1.125,0.4125,27.0170735,16,10.00
24849,I,1.025,0.7625,0.25,9.31281075,7,7.00
24850,I,1.325,1.05,0.325,19.8163005,12,10.00
24851,F,1.425,1.1125,0.325,28.19357775,11,9.00
24852,I,0.75,0.55,0.1625,2.67902775,6,9.00
24853,M,1.175,0.875,0.3375,16.9813505,8,5.00
24854,M,1.4125,1.0875,0.375,22.169309,10,5.00
24855,F,1.5875,1.2375,0.475,39.7743485,14,7.00
24856,M,1.3125,0.9625,0.3375,17.50581625,9,10.00
24857,F,1.5875,1.2625,0.4375,35.62114675,11,10.00
24858,M,1.4125,1.125,0.375,25.86891875,11,8.00
24859,I,1.1875,0.8875,0.3,13.31009025,8,9.00
24860,F,1.5625,1.2375,0.4,31.70891575,13,5.00
24861,M,1.55,1.2,0.4,33.0271675,9,5.00
24862,M,1.625,1.2625,0.425,38.68289275,11,7.00
24863,I,1.25,0.9625,0.3,18.313777,8,8.00
24864,F,1.4375,1.125,0.3375,22.452804,9,9.00
24865,I,1.3,0.9625,0.3625,17.19397175,8,7.00
24866,I,1.1,0.8625,0.2875,12.99824575,10,5.00
24867,M,1.65,1.2375,0.3875,32.6869735,10,7.00
24868,F,1.4125,1.0875,0.325,24.323871,9,10.00
24869,F,1.4375,1.1125,0.35,23.26076475,9,8.00
24870,I,1.1,0.825,0.25,10.33339275,13,5.00
24871,I,0.8875,0.675,0.2,6.30776375,7,5.00
24872,M,1.6625,1.3375,0.4125,42.354153,15,5.00
24873,M,1.575,1.2375,0.4,33.74910975,12,7.00
24874,F,1.2,0.975,0.3125,14.55746825,8,8.00
24875,M,1.55,1.2375,0.425,37.03862175,18,10.00
24876,I,1.525,1.2125,0.425,36.55668025,12,5.00
24877,M,1.175,0.9,0.3125,13.33843975,9,6.00
24878,M,1.45,1.15,0.3125,27.68328675,8,8.00
24879,F,1.675,1.2875,0.4125,41.900561,12,8.00
24880,F,1.45,1.15,0.375,26.365035,11,10.00
24881,M,1.575,1.25,0.4125,35.62114675,9,9.00
24882,M,0.9,0.6625,0.2125,5.5848515,6,9.00
24883,I,0.8,0.6,0.1875,4.819415,7,5.00
24884,F,1.5875,1.2375,0.45,32.4601775,9,5.00
24885,F,1.6875,1.3125,0.3875,43.02036625,11,6.00
24886,M,1.55,1.2125,0.425,33.8776525,11,8.00
24887,M,1.625,1.3125,0.5375,51.80871125,12,6.00
24888,F,1.45,1.125,0.3125,28.8314415,14,8.00
24889,M,1.4,1.05,0.3625,23.79940525,8,6.00
24890,M,1.05,0.7625,0.2625,10.6877615,11,6.00
24891,F,1.1625,0.8875,0.2875,14.69921575,8,6.00
24892,I,0.8,0.6125,0.175,4.8477645,6,6.00
24893,M,1.775,1.3875,0.4375,53.4388075,25,9.00
24894,M,1.3125,1.0625,0.3125,20.3265915,10,7.00
24895,I,0.85,0.6625,0.225,5.10291,7,10.00
24896,M,1.3125,0.9625,0.3625,22.8213475,9,9.00
24897,M,1.45,1.125,0.4375,32.98464325,10,9.00
24898,M,1.5625,1.1625,0.375,32.0632845,8,9.00
24899,I,1.175,0.9625,0.3625,14.13222575,9,6.00
24900,M,1.5125,1.1875,0.3875,29.256684,9,8.00
24901,I,1.25,0.9625,0.375,19.050864,9,10.00
24902,F,1.2375,1,0.4,18.71067,12,9.00
24903,I,1.3375,1.0125,0.3625,22.41027975,10,6.00
24904,F,1.6125,1.2875,0.4375,35.210079,9,8.00
24905,M,1.55,1.2125,0.4375,39.13648475,12,5.00
24906,M,1.5125,1.1125,0.4375,37.15201975,10,9.00
24907,M,1.6,1.3,0.4125,41.97143475,11,5.00
24908,F,1.475,1.1875,0.4125,28.7180435,19,9.00
24909,I,0.75,0.575,0.1625,3.81300775,6,7.00
24910,M,1.4625,1.1625,0.375,30.4190135,9,7.00
24911,M,1.5625,1.225,0.4125,34.5786225,11,7.00
24912,M,1.4375,1.15,0.35,27.0170735,10,8.00
24913,F,1.5875,1.2,0.425,34.5013415,11,5.00
24914,F,1.45,1.15,0.3875,26.32251075,10,5.00
24915,M,1.6,1.2875,0.4625,35.19590425,13,9.00
24916,M,1.325,1.025,0.3125,20.41164,8,8.00
24917,F,1.55,1.2125,0.3375,40.80910525,20,5.00
24918,F,1.1125,0.875,0.2625,11.5382465,10,8.00
24919,M,1.375,1.1,0.375,21.55979475,11,10.00
24920,I,0.65,0.4375,0.1125,1.984465,6,10.00
24921,I,1.1125,0.8625,0.2625,13.22504175,7,10.00
24922,I,1.2125,0.9375,0.3125,15.43630275,8,5.00
24923,I,0.9625,0.7,0.2375,6.33611325,7,8.00
24924,M,1.775,1.3875,0.575,51.27007075,14,10.00
24925,M,1.625,1.275,0.4125,42.354153,10,10.00
24926,I,1.1,0.8125,0.275,11.169703,7,7.00
24927,F,1.6,1.25,0.425,37.32211675,9,9.00
24928,M,1.5875,1.3,0.3875,31.62386725,13,9.00
24929,M,1.45,1.15,0.375,25.51455,10,10.00
24930,F,1.1,0.825,0.2625,10.02154825,10,6.00
24931,M,1.3,1.025,0.3625,21.87163925,10,9.00
24932,I,0.9375,0.7,0.225,8.17883075,6,8.00
24933,I,0.9375,0.725,0.3125,7.10154975,6,8.00
24934,M,1.525,1.2125,0.3875,34.11862325,10,6.00
24935,F,1.6625,1.3125,0.45,42.127357,10,7.00
24936,F,1.5,1.175,0.375,34.699788,10,8.00
24937,I,0.925,0.6875,0.2125,6.30776375,7,9.00
24938,M,1.5,1.175,0.3625,24.6924145,9,8.00
24939,I,1.15,0.8625,0.275,14.33067225,6,5.00
24940,M,1.5125,1.1875,0.375,31.3261975,15,5.00
24941,M,1.75,1.3125,0.4625,41.80133775,12,10.00
24942,M,1.025,0.8125,0.275,11.55242125,10,5.00
24943,M,1.55,1.2125,0.4,33.8776525,9,8.00
24944,I,1.0875,0.825,0.2875,10.3475675,7,10.00
24945,F,1.25,0.95,0.35,19.43358225,11,10.00
24946,M,1.4375,1.1125,0.4375,25.84056925,12,10.00
24947,I,0.775,0.6,0.225,4.60679375,7,9.00
24948,I,0.4375,0.3,0.025,0.89300925,4,8.00
24949,I,1.25,0.9625,0.275,12.94154675,7,5.00
24950,M,1.575,1.25,0.4125,35.42270025,9,5.00
24951,F,1.3,1.025,0.3125,22.75047375,6,6.00
24952,I,0.9125,0.675,0.225,6.87475375,5,8.00
24953,F,0.9625,0.725,0.275,6.0384435,9,9.00
24954,F,1.275,0.975,0.3375,19.60367925,8,7.00
24955,F,1.55,1.175,0.475,32.10580875,12,9.00
24956,I,1.2375,0.9625,0.2875,15.3370795,9,7.00
24957,F,1.4,1.0875,0.375,27.62658775,9,9.00
24958,I,1.0375,0.775,0.2625,8.4198015,6,6.00
24959,I,0.9375,0.7125,0.225,7.38504475,6,6.00
24960,F,1.525,1.2125,0.3875,29.1149365,14,9.00
24961,F,1.5,1.1375,0.4,28.81726675,10,10.00
24962,M,1.45,1.1,0.325,28.0943545,8,5.00
24963,M,1.55,1.2375,0.45,30.51823675,8,8.00
24964,I,0.6875,0.5,0.1875,2.8632995,5,6.00
24965,F,1.375,1.075,0.3625,21.64484325,9,9.00
24966,I,1.05,0.7875,0.25,9.51125725,8,7.00
24967,I,0.6375,0.475,0.1875,2.45223175,5,6.00
24968,I,0.925,0.7125,0.225,7.144074,7,6.00
24969,I,1.175,0.9375,0.275,14.67086625,9,5.00
24970,F,1.8125,1.4125,0.5375,55.46579675,13,7.00
24971,I,1.2,0.925,0.2875,15.12445825,7,10.00
24972,M,1.3,1,0.3625,22.77882325,9,10.00
24973,F,1.6375,1.275,0.4625,37.74735925,12,7.00
24974,M,1.1875,0.9125,0.3125,13.90542975,7,7.00
24975,F,1.3125,1.1,0.3375,23.40251225,12,6.00
24976,F,1.3,1.025,0.375,26.12406425,11,8.00
24977,M,1.4375,1.125,0.2875,24.59319125,10,8.00
24978,M,1.3,1,0.3625,17.95940825,12,8.00
24979,I,0.825,0.5875,0.1875,5.3013565,8,10.00
24980,M,1.425,1.1125,0.375,24.79163775,15,5.00
24981,M,1.725,1.325,0.5625,47.0318205,12,10.00
24982,M,1.075,0.8125,0.3125,12.43125575,18,7.00
24983,M,1.075,0.8125,0.2625,11.679994,8,5.00
24984,F,1.55,1.1875,0.4625,29.3417325,16,5.00
24985,I,1.1125,0.825,0.25,12.7289255,7,6.00
24986,M,1.6125,1.3125,0.4125,41.23434775,11,8.00
24987,F,1.6,1.25,0.45,37.7331845,21,7.00
24988,I,0.9125,0.6875,0.25,6.80388,9,10.00
24989,F,1.475,1.175,0.3625,28.462898,13,7.00
24990,F,1.5,1.1875,0.3875,26.32251075,10,5.00
24991,I,1.2375,0.9375,0.3,15.77649675,9,8.00
24992,F,1.525,1.225,0.45,31.18445,15,8.00
24993,M,1.45,1.1625,0.4,27.839209,9,8.00
24994,F,1.175,0.9125,0.325,13.551061,13,9.00
24995,F,1.3375,1,0.2875,20.05727125,10,10.00
24996,I,1.125,0.8375,0.275,11.6516445,7,7.00
24997,F,1.2625,0.975,0.325,19.71707725,9,10.00
24998,F,1.3625,1.075,0.35,23.37416275,10,9.00
24999,I,1.275,0.95,0.2875,15.83319575,7,10.00
25000,M,1.7,1.3,0.3875,43.6865795,10,6.00
25001,M,1.575,1.2125,0.4375,35.42270025,10,5.00
25002,I,1.1,0.875,0.275,12.68640125,8,9.00
25003,F,1.3625,1.0375,0.375,21.58814425,9,7.00
25004,M,1.225,0.975,0.3,18.5122235,10,8.00
25005,M,1.5125,1.2,0.4375,31.1561005,8,7.00
25006,M,1.4125,1.0625,0.4125,26.01066625,10,5.00
25007,I,1.375,1.025,0.3375,22.69377475,15,5.00
25008,F,1.725,1.3125,0.4875,49.2430815,10,6.00
25009,F,1.5,1.1875,0.425,30.43318825,10,6.00
25010,F,1.575,1.2375,0.475,30.83008125,16,10.00
25011,M,1.4,1.0625,0.375,26.988724,8,5.00
25012,I,0.2625,0.225,0.0625,0.510291,4,6.00
25013,F,1.55,1.2,0.4375,33.83512825,9,6.00
25014,I,0.7625,0.5625,0.2,4.20990075,6,5.00
25015,F,1.475,1.1125,0.3625,24.5790165,8,9.00
25016,M,1.225,0.925,0.325,13.04077,9,6.00
25017,I,0.8,0.6125,0.2125,5.20213325,7,5.00
25018,F,1.5375,1.1875,0.425,34.3312445,10,7.00
25019,I,1.25,0.9875,0.3125,18.030282,8,6.00
25020,F,1.5875,1.2375,0.4875,40.25629,11,10.00
25021,I,0.925,0.6625,0.2125,5.8116475,6,10.00
25022,M,1.15,0.8875,0.3125,12.7289255,12,6.00
25023,I,1.4375,1.125,0.375,24.720764,9,5.00
25024,I,1.1875,0.8875,0.3125,13.8062065,9,5.00
25025,F,1.05,0.8125,0.275,12.68640125,7,5.00
25026,F,1.7625,1.375,0.55,42.807745,10,5.00
25027,F,1.4125,1.025,0.35,23.85610425,9,7.00
25028,I,1.25,0.9375,0.3375,16.9246515,7,10.00
25029,M,1.7125,1.3375,0.4625,45.5576465,10,6.00
25030,M,0.6875,0.4875,0.1625,2.08368825,11,5.00
25031,M,1.3625,1.0375,0.375,23.9553275,9,10.00
25032,M,1.5625,1.225,0.425,33.46658475,11,8.00
25033,M,1.575,1.3125,0.425,43.1762885,10,9.00
25034,F,1.8375,1.425,0.5375,55.61377425,16,9.00
25035,M,1.1,0.8875,0.275,12.5021295,9,7.00
25036,I,1.4375,1.1,0.375,23.79940525,10,10.00
25037,F,1.6625,1.3125,0.4625,41.4753185,17,6.00
25038,I,0.7,0.525,0.2,3.40194,5,6.00
25039,I,0.9375,0.7,0.275,7.27164675,8,9.00
25040,F,1.5625,1.225,0.4125,31.96406125,14,6.00
25041,I,1.2125,0.9375,0.3125,15.35125425,8,10.00
25042,M,1.2375,0.95,0.3125,18.653971,10,10.00
25043,M,1.0875,0.85,0.275,11.7650425,8,10.00
25044,M,0.925,0.725,0.2625,7.21494775,14,8.00
25045,I,1.35,1.0625,0.35,20.19901875,8,10.00
25046,M,1.575,1.225,0.4375,33.40988575,9,6.00
25047,M,1.575,1.2125,0.475,30.390664,11,8.00
25048,I,1.1875,0.9375,0.3,16.71203025,8,8.00
25049,I,1.2125,0.95,0.3125,17.0380495,8,5.00
25050,F,1.3125,1.0125,0.35,19.57532975,9,9.00
25051,I,1.4625,1.175,0.35,25.117657,15,7.00
25052,M,1.7375,1.375,0.5125,54.81375825,10,9.00
25053,M,1.575,1.2,0.4125,36.0889135,10,9.00
25054,I,0.875,0.675,0.225,4.32329875,6,5.00
25055,M,1.425,1.0875,0.425,24.53649225,11,9.00
25056,F,1.625,1.2625,0.475,36.55668025,15,8.00
25057,I,1.2875,1,0.3,16.91047675,8,5.00
25058,M,1.425,1.1125,0.4125,24.437269,9,5.00
25059,I,0.6875,0.5125,0.175,2.62232875,6,9.00
25060,I,0.875,0.675,0.225,5.06038575,7,9.00
25061,F,1.4375,1.0875,0.475,25.92561775,9,10.00
25062,M,1.45,1.1375,0.3875,28.98736375,15,6.00
25063,I,0.6125,0.4375,0.1625,1.80019325,5,7.00
25064,F,1.75,1.4125,0.475,51.2275465,11,9.00
25065,M,1.6125,1.3,0.475,39.405805,11,8.00
25066,M,1.6875,1.2875,0.45,41.82968725,11,9.00
25067,F,1.225,0.9625,0.2875,14.07552675,6,8.00
25068,M,1.6375,1.3125,0.475,42.354153,13,10.00
25069,F,1.425,1.15,0.375,28.42037375,11,10.00
25070,I,1.2,0.95,0.275,12.7856245,8,9.00
25071,I,1.55,1.25,0.375,32.10580875,11,10.00
25072,M,1.5625,1.225,0.3875,31.18445,11,7.00
25073,I,0.6875,0.4875,0.1625,2.721552,6,8.00
25074,F,1.5625,1.1875,0.4,39.2073585,15,10.00
25075,I,0.925,0.7125,0.2125,6.3219385,6,6.00
25076,F,1.625,1.2625,0.45,39.519203,14,7.00
25077,M,1.2375,0.95,0.3625,16.215914,10,8.00
25078,I,0.6625,0.5125,0.2125,2.45223175,4,8.00
25079,M,1.475,1.1625,0.35,29.540179,11,5.00
25080,M,1.4625,1.1625,0.3625,27.68328675,11,5.00
25081,I,0.8625,0.675,0.2375,6.7755305,6,6.00
25082,I,1.4375,1.125,0.45,26.54930675,8,5.00
25083,I,1.4,1,0.3375,16.91047675,7,5.00
25084,F,1.3625,1.0125,0.3125,18.653971,11,9.00
25085,F,1.3125,1.0375,0.4125,20.0430965,10,7.00
25086,I,1.375,1.0625,0.35,21.70154225,10,5.00
25087,M,1.45,1.125,0.4125,25.2594045,13,7.00
25088,F,1.1875,0.9,0.3,14.69921575,12,10.00
25089,I,1.275,0.95,0.3125,16.45688475,7,9.00
25090,F,1.375,1.125,0.3625,24.777463,11,10.00
25091,M,1.3125,1,0.375,22.566202,9,7.00
25092,I,1.55,1.2375,0.4125,31.87901275,18,7.00
25093,M,1.5625,1.225,0.3375,33.0271675,18,8.00
25094,I,0.9375,0.6625,0.2,6.42116175,6,9.00
25095,M,1.3125,1,0.375,22.8213475,11,7.00
25096,I,0.925,0.725,0.2125,7.2858215,6,5.00
25097,F,1.5875,1.25,0.475,38.0733785,17,6.00
25098,I,1.575,1.2125,0.425,33.26813825,11,6.00
25099,I,0.675,0.4875,0.1625,2.0128145,5,10.00
25100,M,1.2375,0.9875,0.3,18.0019325,10,10.00
25101,I,1.175,0.925,0.2625,15.74814725,8,10.00
25102,I,0.9375,0.7,0.225,8.80251975,6,5.00
25103,M,1.45,1.15,0.4,30.6458095,10,8.00
25104,M,1.3375,1.05,0.3125,20.79435825,10,8.00
25105,I,1.2,0.9125,0.3125,15.4504775,8,10.00
25106,M,1.3,1,0.3375,21.3471735,10,5.00
25107,M,1.55,1.25,0.425,33.8776525,14,10.00
25108,F,1.2375,0.9625,0.325,17.50581625,9,7.00
25109,F,1.8,1.3375,0.4875,48.7327905,11,8.00
25110,I,1.2125,0.925,0.3125,14.81261375,8,9.00
25111,F,0.6125,0.4375,0.1625,2.48058125,5,6.00
25112,I,1.175,0.9375,0.2875,13.48018725,9,9.00
25113,I,1.35,1.0875,0.3125,19.901349,8,7.00
25114,I,1.3,1.0125,0.35,16.953001,8,8.00
25115,M,1.4375,1.1625,0.4625,30.94347925,14,7.00
25116,F,1.3875,1.0625,0.375,26.43590875,9,9.00
